brand,categories,content,discount,num_review,product,regular,star,title
Gentamicin,"Dog,Healthcare,Ear Care",,7.59,0,"Gentamicin / Betamethasone (Generic) Otic Solution for Dogs & Cats, 15-mL",7.99,0,
Timolol,"Dog,Healthcare,Eye Care",,9.49,0,Timolol Maleate (Generic) Ophthalmic Solution 0.25%,9.99,0,
Bute,"Pharmacy,Pain Relief & Arthritis",,0.17,0,"Bute Phenylbutazone (Generic) Tablets for Horses, 1 tablet",0.18,0,
iPet PRO,"Pharmacy,Medications,Insulin & Diabetes",,35.95,0,iPet PRO Blood Glucose Monitoring System Starter Kit for Dogs & Cats,35.95,0,
Panacur,"Pharmacy,Health Conditions,Dewormers & Parasites",,489.9,0,"Panacur Granules 22.2% for Dogs, 222 mg/g 1-lb",489.9,0,
Doxepin,"Pharmacy,Health Conditions,Behavior & Anxiety",,0.72,0,Doxepin HCl (Generic) Capsules,0.76,0,
Ciprofloxacin,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.14,0,Ciprofloxacin (Generic) Tablets,0.15,0,
Bravecto,"Cat,Flea & Tick,Spot Treatments",,39.85,0,"Bravecto Plus Topical Solution for Cats, >6.2-13.8 lbs, 1 treatment (Blue Box)",39.85,0,
Heartgard,"Pharmacy,Heartworm",,34.1,0,"Heartgard Chewable Tablets for Cats, up to 5 lbs, 6 treatments (Red Box)",35.89,0,
Vetpen,"Pharmacy,Medications,Insulin & Diabetes",,56.58,0,"Vetpen 29 Gauge 12 mm Needles for Dogs & Cats, 100 count",56.58,0,
UltiCare,"Pharmacy,Medications,Insulin & Diabetes",,25.13,0,"UltiCare UltiGuard Safe Pack Pen Needles 29 G x 0.5-in, 100 count",26.45,0,
Allopurinol,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.19,0,Allopurinol (Generic) Tablets,0.2,0,
Vetadryl,"Pharmacy,Allergy Relief","This is very affordable & much easier to give to my dog than the bitter Benadryl. 

Grass allergy: I start dosing in late Feb to get it into her system, with fish oil & vit E. If a little irritation develops, (inside ears) I wipe with Neem oil. 

I’ve used this for many years & this is the first time a prescription was required. Chewy made it very easy to order. I received it quickly.",3.25,5,Vetadryl (Diphenhydramine HCl) Tablets for Dogs & Cats,3.25,4.2,I use it for grass allergy
Vetadryl,"Pharmacy,Allergy Relief",Finally a medication that my dog will take! My dog with pancreatitis will pick through her food and treats to find the pills and spit them out. These supposedly taste like meat. She won’t take them as a treat but will eat them along with her food no problem. No unusual drowsiness either. Wish every dog pill could be made this way.,3.25,5,Vetadryl (Diphenhydramine HCl) Tablets for Dogs & Cats,3.25,4.2,Tasty medicine
Vetadryl,"Pharmacy,Allergy Relief",It's  a great product .  It comes in a small enough dose so you don't  have to resort to another product.,3.25,5,Vetadryl (Diphenhydramine HCl) Tablets for Dogs & Cats,3.25,4.2,Doggie Benedryl
21st Century Essential Pet,"Pharmacy,Medications,Devices & Supplies","The eye dropper drops drops. It's simple to use. Just open package, remove 1 eye dropper, rinse in vinegar and water, rinse again in fresh water, and with 1 thumb and 1 index finger test the eye  droppers ability to function.",8.54,4,"21st Century Essential Pet Oral Feeding & Medicating Pet Dropper, 2 pack",8.99,5.0,How many drops can an eye dropper drop if an eye dropper could drop drops
Vetadryl,"Pharmacy,Allergy Relief","I bought these because my AmStaff is constantly getting mast cell tumors.  As they're histamine related my vet thought a regimen of Benadryl might reduce the frequency of occurrence.

Technically these are probably chewable tablets I suppose.  But they're small and hard, like a typical small aspirin tablet and my dog just spits them out because they're too small to chew.  Something larger like a training treat that's a bit soft would be perfect.",3.25,5,Vetadryl (Diphenhydramine HCl) Tablets for Dogs & Cats,3.25,4.2,Not what you think as a chewable
21st Century Essential Pet,"Pharmacy,Medications,Devices & Supplies","These droppers securely fit the bottle top of liquid meds, making measuring easy  without the mess. I use them with the Omega 3 Pet Oil for dogs,",8.54,4,"21st Century Essential Pet Oral Feeding & Medicating Pet Dropper, 2 pack",8.99,5.0,Dropper makes measuring oral medications neat and easy.
Vetadryl,"Pharmacy,Allergy Relief",These are amazing. Stopped the itching AND helped to relax dogs so I could trim nails!,3.25,5,Vetadryl (Diphenhydramine HCl) Tablets for Dogs & Cats,3.25,4.2,Best ever!
Minocycline,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.36,0,Minocycline (Generic) Capsules,0.38,0,
21st Century Essential Pet,"Pharmacy,Medications,Devices & Supplies","Hazards of being a blind lady. These are not what I was expecting, but I will keep on hand to maybe use if I ever need to dropper feed pups. I was looking for an option to be able to accurately measure liquid wormers, but I cannot see to measure with these. Still a good product...and I expect if you could see the picture and realized what they were, you would be very happy with them. Well made. I like that they can screw onto a bottle if needed.",8.54,4,"21st Century Essential Pet Oral Feeding & Medicating Pet Dropper, 2 pack",8.99,5.0,Not Quite What I expected...
Glipizide,"Pharmacy,Health Conditions,Thyroid & Hormone",I was worried about trying to control my cat's diabetes with insulin because I would have likely had to vary his dosage and track him carefully but these pills seem to be taking care of him. One in the morning and one at night his fur is almost completely back to normal and he has gained about a pound back in a little over a month. He is back up to his old tricks again too so after next month I will take him back to the vet for a check up just to be sure the dosage is high enough for him.,0.08,1,Glipizide (Generic) Tablets,0.08,4.0,So far so good
21st Century Essential Pet,"Pharmacy,Medications,Devices & Supplies",Ordered to administer worm meds. But had to give activated charcoal to my 4 yr. old after he ate a Tiger Lily. Arrived the day b4 it was Needed. Thx,8.54,4,"21st Century Essential Pet Oral Feeding & Medicating Pet Dropper, 2 pack",8.99,5.0,Life saver
Vetivex,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,9.49,0,"Vetivex pHyLyte Solution for Dogs, Cats & Horses",9.99,0,
Clemastine,"Pharmacy,Allergy Relief",,0.56,0,"Clemastine Fumarate (Generic) Tablets, 2.68-mg, 1 tablet",0.59,0,
iPet PRO,"Pharmacy,Medications,Insulin & Diabetes",I purchased these when my usual lancets were out of stock. I needed them in a hurry to test my dog's glucose level. These lancets didn't puncture as well as the other brand. It would take many tries or hurt my dog and make her squeal. I guess sometimes you really do get what you pay for.,9.32,2,"iPet PRO Ulti-Thin Sterile Lancets for Dogs & Cats, 28-Gauge, 100 count",9.81,2.0,Hurtful Lancets
iPet PRO,"Pharmacy,Medications,Insulin & Diabetes",these lances are just OK but harder to take caps off when inserted into unit. Doesn't lock in place properly.,9.32,2,"iPet PRO Ulti-Thin Sterile Lancets for Dogs & Cats, 28-Gauge, 100 count",9.81,2.0,inferior Lances
Zobuxa,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.62,0,Zobuxa (Enrofloxacin) Tablets for Dogs & Cats,0.65,0,
Methylprednisolone,"Pharmacy,Skin & Coat",,0.44,0,"Methylprednisolone (Generic) Tablets for Dogs & Cats, 4-mg, 1 tablet",0.46,0,
Miconazole,"Pharmacy,Skin & Coat",,8.07,0,"Miconazole Nitrate (Generic) Lotion 1% for Dogs & Cats, 60-mL",8.5,0,
Panacur,"Pharmacy,Health Conditions,Dewormers & Parasites",I raise and breed golden retrievers. I worm with panacur at 5 and 7 weeks of age. No issues with worms or parasites at all with panaur !,130.99,3,"Panacur Suspension for Horses, 1 liter bottle",130.99,5.0,Great wormer for puppies
Panacur,"Pharmacy,Health Conditions,Dewormers & Parasites",This lasts awhile and I can use it for multiple animals,130.99,3,"Panacur Suspension for Horses, 1 liter bottle",130.99,5.0,Worm Medicine
Panacur,"Pharmacy,Health Conditions,Dewormers & Parasites","I have used most of the wormers, only one that works",130.99,3,"Panacur Suspension for Horses, 1 liter bottle",130.99,5.0,Only wormer that works
Drontal,"Pharmacy,Health Conditions,Dewormers & Parasites","Great to give to my dogs and it looks like a bone so they take it as a treat! 
Well done chewy well done",7.84,1,"Drontal Plus Chewable Tablets for Dogs, 26-60 lbs, 1 tablet",8.25,5.0,Pups love it
Antirobe,"Pharmacy,Skin & Coat",My 15 year old Yorkie has lots of problems with her teeth.  These antibiotics help her so much. I've been giving her this brand (as prescribed by our vet) for over a year and it works just as well as the more expensive version.  I would highly recommend this brand.,10.87,5,"Antirobe Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL",10.87,4.8,Great product - great savings!
Antirobe,"Pharmacy,Skin & Coat",Easy to administer. Customer service was wonderful! I had to mail in my prescription (quick turnaround time when requested).,10.87,5,"Antirobe Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL",10.87,4.8,Post dental surgery
Antirobe,"Pharmacy,Skin & Coat","My 17 yr. mini schnauzer has gotten some loose teeth and very bad breath.  My vet recommended this for a maintenance, because pulling teeth isn't a option at her age.  This is so much easier than having to divide up capsules.  She doesn't seem to mind the taste at all.",10.87,5,"Antirobe Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL",10.87,4.8,Great for maintenance for bad teeth.
Sulfasalazine,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,0.19,0,"Sulfasalazine (Generic) Tablets, 500-mg, 1 tablet",0.2,0,
Antirobe,"Pharmacy,Skin & Coat","The price is great.  Only issue is that the syringe is not adequate to dispense ,8 dose since it only shows .5 requiring one to guess where .8 dose is.",10.87,5,"Antirobe Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL",10.87,4.8,Medicine for cat
Antirobe,"Pharmacy,Skin & Coat","I use this antibiotic to contain the virus Stomatitis. This virus attacks the inside mouth area of CATS.  At this time, it cannot be cured.  Antirobe/Clindamycin helps to control the sores that develop inside a cats mouth.  Also, I use a steroid called Medrol.  I've been taking care of a Feral cat who lives in the rear area of a parking lot for approximately ten years.  From what I have read, causes of the virus are unknown.  There are some theories but no clear cause why cats get this terrible virus.  The long term use of Steroids to treat any health issue can cause other problems to a cat's organs.  
I have two Ferals at this time who have developed this virus.  I give Tom#1 seven days of ",10.87,5,"Antirobe Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL",10.87,4.8,Clindamycin Antibiotic Solution
Neo-Predef,"Dog,Healthcare,Ear Care",My dog has bed sores. Tried many different  prescription ointments. Nothing worked. With this powder they are 50% better in 2 weeks,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Worked wonders
Neo-Predef,"Dog,Healthcare,Ear Care","Neo Predef is an excellent product, and does what it is prescribed to do.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Well worth the cost!
Neo-Predef,"Dog,Healthcare,Ear Care",Takes care of so many skin/wound/itch problems with getting the pets wet.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Excellent product
Neo-Predef,"Dog,Healthcare,Ear Care","My female border collie had some trouble with her private parts, both infection and irritation.  This product (after trying other antibiotic creams, wipes, etc) was absolute magic.  Her tissue dried up (as desired) and become 'normal' in just a few applications.  And I don't find her licking her privates any more, so it is obvious she feels better too.  AWESOME!",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Neo-Predef is Magic!
Neo-Predef,"Dog,Healthcare,Ear Care","Waiting waiting disappointed in Zoetis company in the explanation of why this is unavailable,  as many animals depend on this and other companies are trying to make claims their product is the SAME, none are and in fact many have tea tree and phenols which are toxic especially to cats. And none have tetracain . Really hope this gets back on market very soon, as many an animal depend upon it.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Works and there is NO other product like it
Neo-Predef,"Dog,Healthcare,Ear Care","I am so happy I am able to get this for my BooBoo. I've had the vet use this a few times, and I'm glad I can get it for when I need it. I know it is a steroid so I have to use it sparingly but it's great for when he gets an irritation between his toes.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Great for my pup!
Neo-Predef,"Dog,Healthcare,Ear Care",I called Zoetis directly today and Tristan said that it will be available again first quarter 2020. We are using our last bottle sparingly on Matty's wound. My Vet said treat it as you would gold right now. Zoetis was very helpful and kind. Sort of like Chewy when I call!,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,zoetis update for Neo-Predef
Neo-Predef,"Dog,Healthcare,Ear Care",This has helped tremendously with my senior fur baby’s hot spots by keeping them dry and comfortable for my pup.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Dog hot spots
Bravecto,"Cat,Flea & Tick,Spot Treatments",,39.85,0,"Bravecto Plus Topical Solution for Cats, >13.8-27.5 lbs, 1 treatment (Purple Box)",39.85,0,
Neo-Predef,"Dog,Healthcare,Ear Care",Love this product. Provides immediate relief to my baby.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Infection due to alergies.
Neo-Predef,"Dog,Healthcare,Ear Care","For my dog's hot spots.  I apply sparingly, ensure area clear of hair and dirt.  After NUMEROUS treatments I no longer use anything else.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,The ONLY thing that works.
Rilexine,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.42,0,Rilexine (Cephalexin) Chewable Tablets for Dogs,0.44,0,
Neo-Predef,"Dog,Healthcare,Ear Care","I've used this product on all sorts of critters, injuries, and rashes. When will it be back? Any store I've checked out says they're out of stock, seemingly indefinitely",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,When will this be back on the shelves????
Neo-Predef,"Dog,Healthcare,Ear Care",For rear-end usage along with chlorhexidine solution 2% on my 14-year-old Golden who had a UTI and needed to also be shaved to keep area clean per vet.  Chewy supplied at a much less price for both items.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Seems to work as directed
Cephalexin,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,15.19,0,Cephalexin (Generic) Oral Suspension for Dogs,15.99,0,
Neo-Predef,"Dog,Healthcare,Ear Care",This product has been an absolute game-changer for our Boxer’s skin allergies. It acts quickly and provides immediate relief. Does anyone know why this product is currently unavailable? We can’t get it from our vet anymore either...,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Amazing product
Neo-Predef,"Dog,Healthcare,Ear Care",This has been a game changer for our family.  It works so well on so many injuries. We originally got the prescription for a dog with injuries after an altercation with another dog but we have used it on our dog that gets occasional hot spots that we have tried everything on with no success and this works perfectly.  I can usually see improvement within 24 hours after the first application and rarely have to use it for more than two days. I also love that it is powder so it isn't messy and doesn't get everywhere.  The dogs don't seem to want to lick it off as bad as other medicines either.  Great product.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Will never be without this stuff again
Coraxis,"Pharmacy,Heartworm",,33.23,0,"Coraxis (moxidectin) Topical Solution for Dogs, 3-9 lbs, 6 treatments (Green Box)",34.98,0,
Neo-Predef,"Dog,Healthcare,Ear Care",My dog gets all broke out and itchy around her vulva and this works better than anything I’ve ever tried!  One application and she’s good to go.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Great stuff
Neo-Predef,"Dog,Healthcare,Ear Care","We have been using this product during the posting process of our dobie puppy's ears following a serious ear infection after the surgery. This powder has worked like a charm ever since, making our posting process stress free! Going on our 3rd week using it, we are very very happy.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Doberman Ear Crop
Neo-Predef,"Dog,Healthcare,Ear Care","I've used this product for years on all kinds of animals (dogs, cats, rabbits, squirrels, alpacas, even humans) because it works. There is a marked change after even one dose of this miracle powder. In addition to its healing properties, the tetracaine gives fast relief to burning and itching, which must be torture for any living thing. Chewy's price is fairly reasonable, especially if you have an extra percentage-off coupon. IF they have it in stock, get it and keep this stuff on hand because you never know when you will need it for a cut or scrape. No matter how well a tick preventative works, it's inevitable that one day you will find a tick on your pet. Neo-Predef is excellent for puffing",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,The Miracle Cure
Neo-Predef,"Dog,Healthcare,Ear Care",Excellent product for treating hot spots. Easy to apply.,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Hot spot remedy
Hydralazine,"Pharmacy,Health Conditions,Heart & Blood Pressure",,0.06,0,"Hydralazine HCl (Generic) Tablets, 10-mg, 1 tablet",0.06,0,
Neo-Predef,"Dog,Healthcare,Ear Care","I am totally happy with my purchase, as well as the speed in which it arrived and all my dealings with Chewy.com!",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Great product from a great company
Vetpen,"Pharmacy,Medications,Insulin & Diabetes",,152.67,0,Vetpen Starter Kit for Dogs & Cats,152.67,0,
Neo-Predef,"Dog,Healthcare,Ear Care","I have used this years ago when our Rottie would develop hot spots. Someone recommended it to us and it worked better than anything else we had tried, so when one of my current dogs got a hot spot, I looked to see if Chewy sold it and bought a new bottle. This stuff clears up hot spots fast and I highly recommend it.",25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Use this for hot spots
Gentamicin,"Pharmacy,Health Conditions,Respiratory Care & Asthma",,28.02,0,Gentamicin (Generic) Sulfate Solution for Horses,29.49,0,
Neo-Predef,"Dog,Healthcare,Ear Care",My vet suggested this for the redness and sometime open sores on my dogs paws and other areas of her body.... it’s easy to apply and it goes a long way.... gives them soothing relief as well as healing.... love this stuff,25.73,21,"Neo-Predef with Tetracaine Topical Powder for Dogs, Cats & Horses, 15-g",25.73,5.0,Great treatment
Schirmer,"Pharmacy,Medications,Devices & Supplies",,9.93,0,"Schirmer Tear Test for Dogs, 5 packs of 2 strips (10 strips total)",9.93,0,
iPet,"Pharmacy,Medications,Insulin & Diabetes",,27.99,0,iPet Glucose Test Strips for Dogs & Cats,27.99,0,
Dexasone,"Pharmacy,Pain Relief & Arthritis",,11.68,0,"Dexasone (Dexamethasone) Injectable Solution for Horses & Livestock, 2 mg/mL, 100-mL",12.29,0,
Biomox,"Pharmacy,Skin & Coat",,8.31,0,Biomox (Amoxicillin) Oral Suspension for Dogs,8.75,0,
Equi-bute,"Pharmacy,Pain Relief & Arthritis",,25.64,0,"Equi-bute Paste for Horses Apple Flavor, 20 gm",26.99,0,
Osphos,"Pharmacy,Pain Relief & Arthritis",,227.99,0,"Osphos Injectable for Horses 60mg/mL, 15 ml",227.99,0,
Dexamethasone,"Cat,Healthcare,Hip & Joint Care,Treats & Supplements",,11.68,0,"Dexamethasone (Generic) Injectable Solution, 2 mg/mL, 100-mL multi-dose vial",12.29,0,
Mupirocin,"Pharmacy,Skin & Coat","I was prescribed this medicine for something and I FORGOT, what it was for. However I know it did the Job.",9.99,1,"Mupirocin (Generic) Ointment 2%, 22-gm tube",9.99,4.0,What is mupirocin úséd  for in human
Hydrocortisone,"Pharmacy,Skin & Coat",,2.52,0,"Hydrocortisone (Generic) Cream 1% for Dogs & Cats, 1-oz",2.65,0,
Hydrocortisone,"Pharmacy,Skin & Coat",,5.69,0,"Hydrocortisone (Generic) Cream 2.5%, 1 oz",5.99,0,
CheckUp,"Pharmacy,Medications,Devices & Supplies","My dog had inflammation before and I new that I could check if he has it again by checking his urine for blood, so I got this and did the test, was positive so ran to the vet, long story short, good thing I got this and got caught it early.",11.95,1,"CheckUp Urine Blood Dog & Cat Testing Strips, 50 count",11.95,5.0,Super helpful!
Doxycycline,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.24,0,Doxycycline Monohydrate (Generic),0.25,0,
Primidone,"Pharmacy,Health Conditions,Seizure & Epilepsy",,0.21,0,"Primidone (Generic) Tablets for Dogs, 250-mg, 1 tablet",0.22,0,
AlphaTRAK,"Pharmacy,Medications,Insulin & Diabetes",I bout this device because it had an extra setting compared to the device that comes with the Alphatrak meter. I found it to be flimsy and no improvement at all. I wouldn’t recommend.,13.49,1,AlphaTRAK Blood Glucose Lancing Device for Dogs & Cats,13.49,1.0,Cheaply made
Terumo,"Pharmacy,Medications,Insulin & Diabetes",,23.75,0,Terumo 3cc Luerlock Syringes with 20 Gauge Needles,25.0,0,
Neogen,"Dog,Healthcare,Digestive & Urinary,Digestive Health",I have 3 cats needing fluid every other day. Consistently the flow is maybe 25-30 percent slower than the brand my vet sells (Covidien Monoject). The gauge is the same but there’s a definite difference. Won’t order these again!,9.95,1,"Neogen Hypodermic 20 Gauge Needles, 1 Inch, 100 count",9.95,2.0,Slower fluid delivery than other brands
Estradiol,"Pharmacy,Health Conditions,Thyroid & Hormone","It’s really too soon to tell. My Elsa has only been on it less than a week. If it works as well as Incurin, I will be one happy fur parent!",0.32,1,Estradiol (Generic) Tablets,0.34,4.0,Fingers crossed
Biomox,"Pharmacy,Skin & Coat",,0.37,0,Biomox (Amoxicillin) Tablets for Dogs,0.39,0,
Megestrol,"Pharmacy,Health Conditions,Thyroid & Hormone",,0.23,0,Megestrol Acetate (Generic) Tablets for Dogs,0.24,0,
Orbax,"Dog,Healthcare,Digestive & Urinary,Urinary Health",i will try this on my dogs abscessed tooth. this is the second antibiotic i have tried.,2.06,1,Orbax Tablets for Dogs & Cats,2.06,4.0,tooth abscess
Safe-Guard,"Pharmacy,Health Conditions,Dewormers & Parasites",,9.99,0,"Safe-Guard Equine Paste for Horses, 25-gm 10% tube",9.99,0,
Albuterol,"Pharmacy,Health Conditions,Respiratory Care & Asthma",This is great! Way easier than trying to do an inhaler for your pet,18.04,1,"Albuterol Sulfate (Generic) Syrup, 2 mg/5mL, 16-oz",18.99,5.0,Liquid ventolin
Coraxis,"Pharmacy,Heartworm",,47.96,0,"Coraxis (moxidectin) Topical Solution for Dogs, 88.1-110 lbs, 6 treatment (Brown Box)",50.48,0,
SMZ TMP,"Dog,Healthcare,Ear Care",,0.14,0,SMZ TMP (Generic) Tablets,0.15,0,
Vita-Jec,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,13.29,0,"Vita-Jec Vitamin K1 Injectable for Dog, Cats & Horses, 10 mg/mL, 100-mL",13.99,0,
Miconazole,"Pharmacy,Skin & Coat",,7.59,0,"Miconazole Nitrate (Generic) Spray 1% for Dogs & Cats, 120-mL",7.99,0,
VetriBute,"Pharmacy,Pain Relief & Arthritis",,26.95,0,"VetriBute (Phenylbutazone) Paste for Horses, Apple-Flavored, 60-mL syringe",26.95,0,
Cestex,"Pharmacy,Health Conditions,Dewormers & Parasites",This product worked like a charm. Easy to administer and very effective. Would recommend for anyone needing to rid their cat of pesky tapeworms.,5.03,1,Cestex (Epsiprantel) Tablets for Dogs & Cats,5.03,5.0,Like A Charm
Bute,"Pharmacy,Pain Relief & Arthritis",,14.24,0,"Bute Phenylbutazone (Generic) Injectable Solution 20% for Horses, 100-mL",14.99,0,
Tildren,"Pharmacy,Pain Relief & Arthritis",,351.49,0,"Tildren for Horses 500 mg, 30 mL vial",369.99,0,
Vetivex,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,27.54,0,"Vetivex Hartmann's Solution for Dogs, Cats & Horses",28.99,0,
Uniprim,"Pharmacy,Skin & Coat",,31.49,0,Uniprim Powder for Horses,31.49,0,
Safe-Guard,"Pharmacy,Health Conditions,Dewormers & Parasites",,32.53,0,"Safe-Guard Equine Paste for Horses, 92-gm 10% tube (Not for California)",32.53,0,
Bravecto,"Cat,Flea & Tick,Spot Treatments",,39.85,0,"Bravecto Plus Topical Solution for Cats, 2.6-6.2 lbs, 1 treatment (Green Box)",39.85,0,
Proin,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.63,0,Proin Extended-Release Tablets for Dogs,0.63,0,
Vetameg,"Pharmacy,Pain Relief & Arthritis",My vet recommended including this into colic treatment plan. Easy to give. Seemed to help with pain. Cheaper through Chewy than going through vet. Need a prescription.,24.65,1,"Vetameg (flunixin meglumine) Paste for Horses, 30-g syringe",25.95,5.0,Banamine for horses
Altren,"Pharmacy,Health Conditions,Thyroid & Hormone",,30.39,0,Altren (Altrenogest) Solution for Horses,31.99,0,
Lidocaine,"Pharmacy,Pain Relief & Arthritis",,7.12,0,"Lidocaine HCl Injectable Solution 2% for Dogs, Cats, Horses & Cattle",7.49,0,
Tamsulosin Hydrochloride,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.15,0,"Tamsulosin Hydrochloride (Generic) Capsules, 0.4-mg, 1 capsule",0.16,0,
Thyrozine,"Pharmacy,Health Conditions,Thyroid & Hormone",,23.27,0,"Thyrozine (Generic) Powder for Horses, 1-lb",24.5,0,
Praziquantel,"Pharmacy,Health Conditions,Dewormers & Parasites",,118.7,0,Praziquantel Injectable Solution for Dogs & Cats,124.95,0,
Kenalog,"Cat,Healthcare,Hip & Joint Care,Treats & Supplements",,18.04,0,"Kenalog 10 Injectable Suspension,10 mg/mL, 5-mL Multi-Dose Vial",18.99,0,
Confidence,"Pharmacy,Health Conditions,Behavior & Anxiety",I tried several times but my gelding still is the same old boy,51.25,1,"Confidence EQ for Horses, 10 gel packets",53.95,1.0,Doesn’t work
Salix,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,29.35,0,"Salix (Furosemide) Injectable for Dogs, Cats & Horses, 50 mg/mL, 50-mL",29.35,0,
Acepromazine,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,21.84,0,"Acepromazine Injectable for Dogs, Cats & Horses, 50-mL Multi-Dose vial",22.99,0,
Ondansetron,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,0.3,0,Ondansetron (Generic) Tablets,0.3,0,
Neo-Poly-Bac,"Dog,Healthcare,Eye Care",,12.29,0,"Neo-Poly-Bac with Hydrocortisone (Generic) Ophthalmic Ointment for Dogs & Cats, 3.5-g",12.29,0,
Oxytocin,"Pharmacy,Health Conditions,Thyroid & Hormone",,6.64,0,"Oxytocin (Generic) Injectable for Horses & Livestock, 100-mL",6.99,0,
PetTest,"Pharmacy,Medications,Devices & Supplies",,12.99,0,"PetTest Advocate Control Solution, 4-mL bottle",12.99,0,
Sodium Chloride,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,7.59,0,"Sodium Chloride (Generic) Irrigation Solution 0.9%, 500-mL",7.99,0,
Vita-Jec,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,18.95,0,"Vita-Jec Vitamin B12 3000-mcg for Dogs, Cats & Horses",19.95,0,
Etodolac,"Cat,Healthcare,Hip & Joint Care,Treats & Supplements",,0.57,0,"Etodolac (Generic) Tablets, 400-mg, 1 tablet",0.6,0,
Ampicillin,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.29,0,"Ampicillin (Generic) Capsules for Dogs, Cats & Horses 500-mg, 1 capsule",0.31,0,
Vetameg,"Pharmacy,Pain Relief & Arthritis",,15.19,0,"Vetameg (flunixin meglumine) Injectable for Horses & Livestock, 50 mg/mL,100-mL vial",15.99,0,
Aspirin,"Pharmacy,Pain Relief & Arthritis",,109.2,0,"Aspirin (Generic) Powder for Horses, 25-lb bucket",114.95,0,
Cefpoderm,"Pharmacy,Skin & Coat",,0.79,0,Cefpoderm (cefpodoxime proxetil) Tablets for Dogs,0.79,0,
Centragard,"Pharmacy,Heartworm",,39.13,0,"Centragard for Cats 1.8-5.5 lbs, 3 treatments (Green Box)",41.19,0,
UltiCare,"Pharmacy,Medications,Insulin & Diabetes",,9.99,0,"UltiCare Ulti-Smooth Sterile Lancets for Dogs & Cats, 26-Gauge, 100 count",9.99,0,
